2140	卸	21368	26815
2141	糊	31946	26699
2142	蕴	34164	26665
2143	鹿	40575	26647
2144	缅	32517	26427
2145	蕾	34174	26360
2146	禽	31165	26317
2147	辐	36752	26288
2148	砸	30776	26155
2149	鞘	38808	26137
2150	撒	25746	26126
2151	叹	21497	26111
2152	闯	38383	25841
2153	姑	22993	25823
2154	潭	28525	25807
2155	晒	26194	25703
2156	甸	30008	25587
2157	坝	22365	25463
2158	琦	29734	25414
2159	狮	29422	25403
2160	庙	24217	25394
2161	怡	24609	25310
2162	枝	26525	25299
2163	畜	30044	25243
2164	廖	24278	25206
2165	腊	33098	25154
2166	轩	36713	25130
2167	缝	32541	25116
2168	尹	23609	25064
2169	吞	21534	24962
2170	孵	23413	24951
2171	薛	34203	24903
2172	爬	29228	24899
2173	爽	29245	24873
2174	葬	33900	24848
2175	掀	25472	24776
2176	澜	28572	24764
2177	弊	24330	24760
2178	哭	21741	24751
2179	憾	25022	24604
2180	埔	22484	24518
2181	冶	20918	24501
2182	怨	24616	24475
2183	盼	30460	24436
2184	鼻	40763	24345
2185	凰	20976	24265
2186	屈	23624	24261
2187	屠	23648	24206
2188	逸	36920	24195
2189	邱	37041	24128
2190	桩	26729	24070
2191	姻	23035	24061
2192	秉	31177	24045
2193	渤	28196	24042
2194	柬	26604	23980
2195	颠	39072	23973
2196	亟	20127	23893
2197	薇	34183	23796
2198	虾	34430	23719
2199	骚	39578	23711
2200	蟹	34809	23673
2201	椅	26885	23605
2202	肠	32928	23504
2203	厕	21397	23467
2204	尬	23596	23459
2205	剔	21076	23451
2206	瞬	30636	23438
2207	邹	37049	23323
2208	渝	28189	23305
2209	邵	37045	23257
2210	肺	32954	23211
2211	汁	27713	23170
2212	菱	33777	23164
2213	迄	36804	23074
2214	疼	30140	23069
2215	腹	33145	23010
2216	脆	33030	23003
2217	斩	26025	22978
2218	瘟	30239	22963
2219	渣	28195	22955
2220	肇	32903	22943
2221	浅	27973	22896
2222	睛	30555	22881
2223	锤	38180	22849
2224	啥	21861	22790
2225	泪	27882	22786
2226	尴	23604	22755
2227	遂	36930	22721
2228	菊	33738	22685
2229	烯	28911	22578
2230	佐	20304	22564
2231	蛇	34503	22542
2232	孝	23389	22530
2233	帖	24086	22520
2234	灿	28799	22417
2235	凶	20982	22399
2236	盆	30406	22384
2237	漠	28448	22337
2238	晴	26228	22328
2239	胸	33016	22317
2240	斑	26001	22305
2241	昱	26161	22276
2242	勾	21246	22273
2243	侈	20360	22258
2244	撰	25776	22192
2245	俞	20446	22162
2246	慨	24936	22077
2247	骂	39554	22039
2248	悔	24724	22002
2249	阐	38416	21996
2250	裹	35065	21986
2251	醉	37257	21950
2252	吓	21523	21866
2253	瞻	30651	21823
2254	愤	24868	21806
2255	夹	22841	21792
2256	矩	30697	21785
2257	巢	24034	21778
2258	挽	25405	21753
2259	砍	30733	21741
2260	蔓	34067	21716
2261	绳	32499	21710
2262	楠	26976	21631
2263	鸭	40493	21603
2264	俩	20457	21590
2265	罢	32610	21522
2266	狼	29436	21493
2267	豹	35961	21491
2268	仰	20208	21490
2269	盯	30447	21481
2270	鳌	40140	21451
2271	旱	26097	21444
2272	浏	27983	21360
2273	扇	25159	21349
2274	瞄	30596	21308
2275	侠	20384	21297
2276	倪	20522	21289
2277	卿	21375	21236
2278	豫	35947	21155
2279	剪	21098	21146
2280	弯	24367	21115
2281	牲	29298	21088
2282	眉	30473	21050
2283	辣	36771	20960
2284	隧	38567	20914
2285	禾	31166	20863
2286	烂	28866	20823
2287	喻	21947	20821
2288	勉	21193	20779
2289	闫	38379	20684
2290	涯	28079	20675
2291	蔽	34109	20638
2292	绵	32501	20603
2293	慕	24917	20595
2294	韧	38887	20589
2295	兜	20828	20566
2296	鄂	37122	20555
2297	妮	22958	20373
2298	墅	22661	20295
2299	萧	33831	20284
2300	钦	38054	20257
2301	膨	33192	20243
2302	傲	20658	20165
2303	瞒	30610	20116
2304	粕	31893	20111
2305	妨	22952	20105
2306	琪	29738	20078
2307	糟	31967	20057
2308	蹈	36424	20048
2309	缔	32532	20004
2310	瑶	29814	19826
2311	匿	21311	19642
2312	晟	26207	19613
2313	磅	30917	19604
2314	浆	27974	19495
2315	氢	27682	19489
2316	伞	20254	19483
2317	痕	30165	19447
2318	祸	31096	19438
2319	躲	36530	19412
2320	夯	22831	19350
2321	辱	36785	19347
2322	奎	22862	19345
2323	迭	36845	19319
2324	匠	21280	19293
2325	遣	36963	19291
2326	叔	21460	19234
2327	昭	26157	19201
2328	瑜	29788	19201
2329	丑	19985	19183
2330	韵	38901	19111
2331	唤	21796	19077
2332	瘦	30246	19039
2333	汛	27739	18997
2334	趁	36225	18948
2335	猴	29492	18909
2336	盎	30414	18875
2337	狠	29408	18769
2338	硫	30827	18757
2339	汾	27774	18740
2340	仑	20177	18724
2341	趟	36255	18681
2342	碗	30871	18639
2343	株	26666	18617
2344	绎	32462	18560
2345	嫁	23233	18522
2346	锻	38203	18509
2347	瞩	30633	18433
2348	戚	25114	18412
2349	昊	26122	18395
2350	庸	24248	18391
2351	仗	20183	18383
2352	锌	38156	18369
2353	慑	24913	18350
2354	坎	22350	18319
2355	帐	24080	18298
2356	牺	29306	18271
2357	卜	21340	18190
2358	粹	31929	18181
2359	裸	35064	18177
2360	稽	31293	18166
2361	砂	30722	18164
2362	橡	27233	18149
2363	卧	21351	18089
2364	泸	27896	18085
2365	橙	27225	17972
2366	苑	33489	17964
2367	巷	24055	17958
2368	铃	38083	17908
2369	宙	23449	17897
2370	赣	36195	17883
2371	厢	21410	17871
2372	肆	32902	17861
2373	渴	28212	17843
2374	喀	21888	17817
2375	雀	38592	17761
2376	钉	38025	17700
2377	搏	25615	17641
2378	臭	33261	17612
2379	魂	39746	17598
2380	栖	26646	17585
2381	纾	32446	17545
2382	熙	29081	17539
2383	詹	35449	17495
2384	邢	37026	17495
2385	翁	32705	17478
2386	歇	27463	17454
2387	蛮	34542	17406
2388	赃	36163	17378
2389	仕	20181	17364
2390	钰	38064	17266
2391	巾	24062	17252
2392	眠	30496	17251
2393	娥	23077	17240
2394	翠	32736	17193
2395	拾	25342	17158
2396	腔	33108	17137
2397	坪	22378	17132
2398	雯	38639	17082
2399	顷	39031	17077
2400	胃	32963	17061
2401	铅	38085	17050
2402	谦	35878	17005
2403	酱	37233	16999
2404	鸽	40509	16964
2405	牟	29279	16907
2406	缆	32518	16892
2407	郝	37085	16871
2408	罩	32617	16840
2409	烤	28900	16832
2410	懈	25032	16761
2411	阱	38449	16739
2412	醛	37275	16684
2413	钓	38035	16683
2414	丙	19993	16674
2415	肌	32908	16630
2416	耿	32831	16575
2417	沧	27815	16565
2418	捉	25417	16545
2419	窖	31382	16544
2420	丘	19992	16480
2421	膏	33167	16471
2422	摔	25684	16463
2423	抹	25273	16426
2424	踢	36386	16350
2425	淑	28113	16347
2426	玮	29614	16316
2427	缉	32521	16256
2428	冈	20872	16253
2429	躺	36538	16248
2430	悟	24735	16240
2431	汕	27733	16235
2432	惧	24807	16178
2433	焕	28949	16134
2434	骏	39567	16099
2435	谴	35892	16082
2436	阜	38428	16050
2437	桐	26704	15966
2438	咬	21676	15955
2439	碱	30897	15940
2440	熔	29076	15927
2441	涡	28065	15913
2442	霖	38678	15913
2443	雁	38593	15889
2444	斐	26000	15821
2445	丸	20024	15819
2446	殴	27572	15804
2447	榨	27048	15770
2448	臂	33218	15738
2449	甩	29993	15718
2450	畏	30031	15716
2451	忌	24524	15697
2452	丛	19995	15670
2453	宰	23472	15659
2454	崖	23830	15655
2455	钛	38043	15614
2456	裤	35044	15605
2457	逝	36893	15604
2458	凑	20945	15602
2459	竭	31469	15544
2460	溃	28291	15507
2461	佬	20332	15471
2462	殷	27575	15428
2463	亨	20136	15360
2464	浴	28020	15353
2465	宵	23477	15332
2466	椒	26898	15312
2467	蓉	33993	15294
2468	鲸	40120	15139
2469	坞	22366	15125
2470	龚	40858	15097
2471	捆	25414	15049
2472	昔	26132	14984
2473	掏	25487	14980
2474	畴	30068	14856
2475	愁	24833	14749
2476	绣	32483	14684
2477	霜	38684	14660
2478	媛	23195	14617
2479	姨	23016	14580
2480	湛	28251	14579
2481	誓	35475	14519
2482	甄	29956	14513
2483	椰	26928	14460
2484	哺	21754	14452
2485	夷	22839	14404
2486	豁	35905	14397
2487	嵌	23884	14371
2488	苍	33485	14359
2489	潇	28487	14325
2490	珊	29642	14305
2491	勋	21195	14297
2492	胖	32982	14247
2493	徊	24458	14235
2494	徘	24472	14225
2495	氨	27688	14211
2496	樊	27146	14151
2497	炜	28828	14128
2498	敞	25950	14078
2499	刹	21049	14041
2500	馨	39336	14034
2501	镍	38221	14016
2502	浸	28024	14009
2503	匆	21254	13921
2504	侃	20355	13900
2505	芦	33446	13894
2506	跻	36347	13864
2507	骄	39556	13854
2508	纱	32433	13849
2509	恼	24700	13826
2510	寅	23493	13823
2511	淋	28107	13813
2512	炳	28851	13786
2513	芒	33426	13779
2514	吵	21557	13763
2515	噪	22122	13738
2516	搁	25601	13738
2517	咸	21688	13707
2518	谎	35854	13684
2519	壹	22777	13607
2520	饶	39286	13570
2521	浑	27985	13557
2522	曦	26342	13550
2523	矶	30710	13528
2524	敛	25947	13519
2525	枯	26543	13512
2526	熬	29100	13506
2527	粘	31896	13495
2528	渊	28170	13474
2529	缠	32544	13429
2530	雏	38607	13424
2531	棕	26837	13422
2532	锣	38179	13421
2533	咱	21681	13417
2534	遮	36974	13415
2535	滤	28388	13395
2536	帷	24119	13393
2537	璐	29840	13368
2538	鞍	38797	13361
2539	竣	31459	13296
2540	荆	33606	13286
2541	虐	34384	13238
2542	钥	38053	13226
2543	绒	32466	13222
2544	瘾	30270	13221
2545	谅	35845	13216
2546	麟	40607	13209
2547	腺	33146	13177
2548	靶	38774	13131
2549	屯	23663	13063
2550	奸	22904	13058
2551	傍	20621	13051
2552	扔	25172	13028
2553	淫	28139	12984
2554	顽	39037	12966
2555	仇	20167	12957
2556	喂	21890	12942
2557	堰	22576	12917
2558	哀	21696	12881
2559	朵	26421	12832
2560	赂	36162	12819
2561	兔	20820	12804
2562	狭	29421	12791
2563	殿	27583	12785
2564	扯	25199	12763
2565	铸	38136	12752
2566	乾	20094	12716
2567	漳	28467	12714
2568	吾	21566	12710
2569	恨	24680	12668
2570	乒	20050	12627
2571	巍	24013	12603
2572	舌	33292	12591
2573	曙	26329	12582
2574	帜	24092	12542
2575	沦	27814	12530
2576	漆	28422	12495
2577	钞	38046	12468
2578	靓	38739	12435
2579	瀚	28698	12390
2580	沽	27837	12361
2581	捡	25441	12357
2582	翟	32735	12266
2583	躁	36481	12239
2584	韬	38892	12208
2585	啦	21862	12197
2586	肾	32958	12192
2587	酝	37213	12190
2588	狐	29392	12171
2589	隶	38582	12159
2590	吻	21563	12110
2591	刃	20995	12088
2592	婧	23143	12057
2593	刮	21038	12047
2594	霉	38665	12008
2595	婕	23125	12001
2596	濒	28626	11997
2597	撕	25749	11996
2598	奕	22869	11951
2599	捍	25421	11922
2600	胺	33018	11920
2601	拢	25314	11907
2602	梨	26792	11831
2603	呆	21574	11829
2604	苯	33519	11779
2605	昕	26133	11778
2606	酋	37195	11707
2607	倩	20521	11706
2608	昏	26127	11700
2609	榆	27014	11679
2610	蚀	34432	11616
2611	肢	32930	11582
2612	齿	40831	11573
2613	撬	25772	11557
2614	筋	31563	11551
2615	啸	21880	11548
2616	阎	38414	11533
2617	撼	25788	11509
2618	祈	31048	11447
2619	摧	25703	11425
2620	呵	21621	11360
2621	芜	33436	11341
2622	睹	30585	11316
2623	氯	27695	11315
2624	幽	24189	11299
2625	匙	21273	11267
2626	聂	32834	11252
2627	堤	22564	11246
2628	讳	35763	11230
2629	厄	21380	11226
2630	彤	24420	11184
2631	喆	21894	11176
2632	垦	22438	11126
2633	衅	34885	11085
2634	焚	28954	11068
2635	嘱	22065	11058
2636	藤	34276	11042
2637	哄	21700	10964
2638	囤	22244	10944
2639	剖	21078	10929
2640	沸	27832	10927
2641	儒	20754	10914
2642	栽	26685	10880
2643	煜	29020	10865
2644	黔	40660	10824
2645	茫	33579	10797
2646	寥	23525	10770
2647	俏	20431	10757
2648	扛	25179	10725
2649	炫	28843	10721
2650	驴	39540	10671
2651	芽	33469	10665
2652	峥	23781	10655
2653	溶	28342	10655
2654	阮	38446	10649
2655	闷	38391	10633
2656	潍	28493	10627
2657	肚	32922	10624
2658	嘛	22043	10592
2659	嫦	23270	10587
2660	涝	28061	10587
2661	扁	25153	10557
2662	挝	25373	10553
2663	钧	38055	10501
2664	僚	20698	10486
2665	窑	31377	10472
2666	苛	33499	10472
2667	屿	23679	10468
2668	沛	27803	10442
2669	韶	38902	10430
2670	谍	35853	10420
2671	枫	26539	10416
2672	洒	27922	10408
2673	瘫	30251	10365
2674	蒲	33970	10340
2675	骆	39558	10340
2676	瑟	29791	10339
2677	颂	39042	10303
2678	冉	20873	10302
2679	杏	26447	10259
2680	泼	27900	10253
2681	哨	21736	10247
2682	祉	31049	10224
2683	谜	35868	10189
2684	傻	20667	10183
2685	筒	31570	10145
2686	棵	26869	10125
2687	佑	20305	10072
2688	锈	38152	10072
2689	酯	37231	10070
2690	娇	23047	10043
2691	禄	31108	10033
2692	磷	30967	10030
2693	涅	28037	10027
2694	碌	30860	10022
2695	歪	27498	10010
2696	辄	36740	9991
2697	诟	35807	9963
2698	腕	33109	9962
2699	葵	33909	9944
2700	蒜	33948	9944
2701	薯	34223	9896
2702	玄	29572	9858
2703	泵	27893	9854
2704	匈	21256	9851
2705	讽	35773	9818
2706	菇	33735	9808
2707	氮	27694	9792
2708	禧	31143	9792
2709	靡	38753	9789
2710	娅	23045	9768
2711	枣	26531	9763
2712	讶	35766	9748
2713	籽	31869	9744
2714	骁	39553	9744
2715	垮	22446	9738
2716	礁	30977	9738
2717	殡	27553	9722
2718	彪	24426	9720
2719	慷	24951	9711
2720	逛	36891	9685
2721	惹	24825	9682
2722	寂	23490	9659
2723	髓	39635	9627
2724	巅	24005	9626
2725	耍	32781	9621
2726	悼	24764	9617
2727	颐	39056	9606
2728	钴	38068	9604
2729	辜	36764	9582
2730	挨	25384	9559
2731	翘	32728	9547
2732	冤	20900	9542
2733	懒	25042	9527
2734	嫩	23273	9499
2735	硝	30813	9490
2736	玫	29611	9475
2737	侣	20387	9445
2738	缪	32554	9428
2739	寡	23521	9415
2740	晕	26197	9412
2741	俭	20461	9402
2742	脊	33034	9368
2743	淹	28153	9346
2744	淼	28156	9343
2745	贞	36126	9329
2746	腻	33147	9315
2747	僧	20711	9310
2748	壶	22774	9283
2749	妖	22934	9251
2750	愉	24841	9232
2751	榈	27016	9210
2752	厌	21388	9189
2753	萝	33821	9185
2754	愧	24871	9150
2755	舜	33308	9141
2756	舵	33333	9135
2757	灶	28790	9124
2758	惟	24799	9103
2759	窟	31391	9094
2760	榴	27060	9091
2761	匪	21290	9044
2762	禹	31161	9043
2763	卵	21365	9041
2764	蝶	34678	9040
2765	魁	39745	9039
2766	洼	27964	8999
2767	祁	31041	8980
2768	黏	40655	8977
2769	滕	28373	8948
2770	瑰	29808	8944
2771	搅	25605	8922
2772	矢	30690	8918
2773	邯	37039	8912
2774	穴	31348	8908
2775	遴	36980	8900
2776	沂	27778	8893
2777	媳	23219	8881
2778	弦	24358	8850
2779	隙	38553	8842
2780	棍	26829	8836
2781	獐	29520	8831
2782	诫	35819	8819
2783	茜	33564	8800
2784	埠	22496	8794
2785	鞭	38829	8773
2786	煮	29038	8763
2787	褚	35098	8707
2788	崭	23853	8681
2789	槿	27135	8678
2790	芭	33453	8668
2791	陡	38497	8664
2792	琐	29712	8616
2793	淳	28147	8554
2794	窘	31384	8554
2795	蚊	34442	8511
2796	篷	31735	8470
2797	襄	35140	8456
2798	妍	22925	8429
2799	湄	28228	8429
2800	捏	25423	8411
2801	醋	37259	8410
2802	孜	23388	8406
2803	梭	26797	8394
2804	芙	33433	8382
2805	呀	21568	8372
2806	畔	30036	8359
2807	渭	28205	8347
2808	覃	35203	8347
2809	衫	34923	8338
2810	郸	37112	8329
2811	羞	32670	8307
2812	烹	28921	8286
2813	尧	23591	8280
2814	拯	25327	8266
2815	牡	29281	8261
2816	栗	26647	8246
2817	饺	39290	8245
2818	朔	26388	8242
2819	焊	28938	8205
2820	毯	27631	8204
2821	跷	36343	8187
2822	攒	25874	8174
2823	颓	39059	8157
2824	恳	24691	8156
2825	咪	21674	8144
2826	沥	27813	8124
2827	蹲	36466	8117
2828	烫	28907	8115
2829	菏	33743	8103
2830	婉	23113	8101
2831	麒	40594	8069
2832	簿	31807	8067
2833	钜	38044	8054
2834	樱	27185	8051
2835	陀	38464	8048
2836	犀	29312	8041
2837	汀	27712	8022
2838	肪	32938	8021
2839	诠	35808	8014
2840	皖	30358	8007
2841	粪	31914	8003
2842	焰	28976	8001
2843	穗	31319	7959
2844	膀	33152	7955
2845	榄	27012	7954
2846	嘲	22066	7946
2847	晃	26179	7942
2848	瑕	29781	7918
2849	篡	31713	7868
2850	烘	28888	7811
2851	敷	25975	7806
2852	邪	37034	7764
2853	胚	32986	7757
2854	赡	36193	7722
2855	祎	31054	7720
2856	莓	33683	7704
2857	洱	27953	7701
2858	呗	21591	7648
2859	脖	33046	7647
2860	庐	24208	7638
2861	甫	29995	7604
2862	浇	27975	7578
2863	冕	20885	7564
2864	荔	33620	7557
2865	茵	33589	7543
2866	拱	25329	7521
2867	霆	38662	7504
2868	驿	39551	7503
2869	衬	34924	7494
2870	羡	32673	7461
2871	秆	31174	7460
2872	秽	31229	7459
2873	珀	29632	7445
2874	霄	38660	7441
2875	郡	37089	7436
2876	虞	34398	7431
2877	佰	20336	7427
2878	臻	33275	7412
2879	聆	32838	7400
2880	疵	30133	7391
2881	肘	32920	7390
2882	玺	29626	7377
2883	呷	21623	7374
2884	挠	25376	7365
2885	嗅	21957	7356
2886	拣	25315	7354
2887	屹	23673	7353
2888	咒	21650	7350
2889	陇	38471	7338
2890	涤	28068	7330
2891	矫	30699	7328
2892	皓	30355	7311
2893	炬	28844	7307
2894	侥	20389	7298
2895	秸	31224	7291
2896	咋	21643	7290
2897	匮	21294	7289
2898	撮	25774	7288
2899	瓣	29923	7285
2900	喉	21897	7277
2901	溺	28346	7277
2902	耽	32829	7277
2903	沾	27838	7252
2904	滇	28359	7239
2905	嚣	22179	7224
2906	橄	27204	7215
2907	咎	21646	7195
2908	禅	31109	7190
2909	妄	22916	7167
2910	噱	22129	7164
2911	挚	25370	7155
2912	孚	23386	7125
2913	煎	29006	7122
2914	诵	35829	7122
2915	钠	38048	7122
2916	翅	32709	7121
2917	葱	33905	7101
2918	汹	27769	7075
2919	咽	21693	7073
2920	觅	35269	7070
2921	澡	28577	7064
2922	阀	38400	7037
2923	啃	21827	7036
2924	窥	31397	7034
2925	叮	21486	7031
2926	叛	21467	7024
2927	钙	38041	7013
2928	砺	30778	6997
2929	蜀	34560	6979
2930	蹭	36461	6975
2931	汶	27766	6974
2932	铲	38130	6971
2933	掷	25527	6968
2934	喘	21912	6956
2935	璧	29863	6949
2936	佼	20348	6944
2937	淄	28100	6932
2938	燥	29157	6931
2939	氟	27679	6922
2940	葩	33897	6918
2941	岐	23696	6916
2942	辗	36759	6916
2943	侮	20398	6899
2944	痴	30196	6895
2945	娄	23044	6889
2946	嫂	23234	6876
2947	菁	33729	6873
2948	乓	20051	6868
2949	泓	27859	6854
2950	泻	27899	6847
2951	涪	28074	6829
2952	豚	35930	6823
2953	坍	22349	6818
2954	咏	21647	6816
2955	竖	31446	6799
2956	锚	38170	6774
2957	鳄	40132	6751
2958	蠢	34850	6744
2959	袱	34993	6732
2960	伽	20285	6731
2961	愚	24858	6725
2962	幢	24162	6710
2963	裴	35060	6709
2964	圭	22317	6708
2965	梗	26775	6691
2966	嵩	23913	6687
2967	莆	33670	6684
2968	崎	23822	6683
2969	贼	36156	6675
2970	庚	24218	6650
2971	烨	28904	6647
2972	逗	36887	6641
2973	邑	37009	6612
2974	饥	39269	6601
2975	觑	35281	6596
2976	汲	27762	6593
2977	爵	29237	6584
2978	玖	29590	6583
2979	淆	28102	6567
2980	岚	23706	6565
2981	卉	21321	6563
2982	裙	35033	6548
2983	韭	38893	6539
2984	桔	26708	6530
2985	饽	39293	6526
2986	闵	38389	6476
2987	栈	26632	6460
2988	姝	23005	6451
2989	痪	30186	6446
2990	芹	33465	6441
2991	骸	39608	6435
2992	捣	25443	6434
2993	幌	24140	6419
2994	绥	32485	6415
2995	毋	27595	6390
2996	咳	21683	6374
2997	魄	39748	6369
2998	钮	38062	6366
2999	蚕	34453	6350
3000	辙	36761	6331
3001	梧	26791	6322
3002	荼	33660	6312
3003	倘	20504	6299
3004	嘀	22016	6293
3005	枕	26517	6276
3006	亵	20149	6274
3007	龟	40863	6273
3008	槟	27103	6270
3009	茹	33593	6251
3010	耻	32827	6243
3011	恪	24682	6240
3012	睦	30566	6216
3013	斧	26023	6214
3014	梓	26771	6206
3015	蘑	34321	6187
3016	坯	22383	6184
3017	睁	30529	6178
3018	捂	25410	6175
3019	蹊	36426	6156
3020	骅	39557	6116
3021	盔	30420	6111
3022	抨	25256	6093
3023	饪	39274	6091
3024	妃	22915	6083
3025	飓	39123	6077
3026	恭	24685	6075
3027	跪	36330	6068
3028	恺	24698	6067
3029	锯	38191	6056
3030	缮	32558	6054
3031	揣	25571	6048
3032	庇	24199	6028
3033	棘	26840	6016
3034	爪	29226	6015
3035	耘	32792	6002
3036	沁	27777	5996
3037	麓	40595	5984
3038	帘	24088	5983
3039	驼	39548	5983
3040	畸	30072	5975
3041	悖	24726	5973
3042	圩	22313	5954
3043	轧	36711	5954
3044	鹭	40557	5947
3045	挟	25375	5929
3046	缸	32568	5915
3047	溜	28316	5878
3048	犁	29313	5874
3049	阪	38442	5870
3050	嘘	22040	5864
3051	溉	28297	5854
3052	橘	27224	5841
3053	蝉	34633	5829
3054	铂	38082	5822
3055	纶	32438	5811
3056	坟	22367	5806
3057	笋	31499	5794
3058	砥	30757	5768
3059	渎	28174	5759
3060	楷	26999	5753
3061	拭	25325	5751
3062	蹄	36420	5745
3063	宛	23451	5741
3064	蜡	34593	5739
3065	窦	31398	5738
3066	哗	21719	5730
3067	荧	33639	5727
3068	蝇	34631	5719
3069	旷	26103	5703
3070	缚	32538	5702
3071	呕	21589	5697
3072	靴	38772	5681
3073	膝	33181	5672
3074	恤	24676	5662
3075	猥	29477	5653
3076	瑾	29822	5623
3077	酌	37196	5619
3078	掺	25530	5617
3079	榕	27029	5616
3080	狙	29401	5593
3081	锰	38192	5590
3082	譬	35692	5584
3083	窜	31388	5580
3084	淤	28132	5573
3085	凿	20991	5572
3086	晔	26196	5571
3087	葫	33899	5553
3088	唇	21767	5527
3089	琅	29701	5527
3090	肋	32907	5521
3091	扒	25170	5511
3092	竿	31487	5508
3093	蕉	34121	5507
3094	漩	28457	5500
3095	宕	23445	5490
3096	笛	31515	5487
3097	汝	27741	5483
3098	扳	25203	5473
3099	衢	34914	5470
3100	淇	28103	5449
3101	怼	24636	5435
3102	熏	29071	5423
3103	睫	30571	5420
3104	爹	29241	5413
3105	琛	29723	5404
3106	钊	38026	5403
3107	藉	34249	5399
3108	诀	35776	5384
3109	袍	34957	5357
3110	奴	22900	5353
3111	椎	26894	5341
3112	巫	24043	5333
3113	懿	25087	5309
3114	陋	38475	5309
3115	渲	28210	5307
3116	珂	29634	5305
3117	宸	23480	5304
3118	泌	27852	5304
3119	鸦	40486	5302
3120	暇	26247	5274
3121	螃	34691	5273
3122	抉	25225	5272
3123	濮	28654	5270
3124	祀	31040	5265
3125	粥	31909	5256
3126	酶	37238	5242
3127	脾	33086	5216
3128	茄	33540	5200
3129	琢	29730	5166
3130	赐	36176	5157
3131	弓	24339	5153
3132	琰	29744	5147
3133	膳	33203	5136
3134	羁	32641	5132
3135	蛙	34521	5132
3136	戳	25139	5130
3137	矮	30702	5125
3138	黛	40667	5111
3139	晗	26199	5109
3140	钾	38078	5109
3141	怠	24608	5108
3142	禀	31104	5106
3143	摒	25682	5089
3144	匀	21248	5079
3145	趸	36280	5070
3146	樟	27167	5060
3147	翡	32737	5048
3148	芸	33464	5039
3149	梵	26805	5027
3150	隋	38539	5022
3151	哩	21737	5021
3152	趴	36276	5007
3153	徙	24473	4984
3154	沐	27792	4983
3155	蔗	34071	4976
3156	悍	24717	4966
3157	掠	25504	4960
3158	昼	26172	4960
3159	眷	30519	4959
3160	漓	28435	4953
3161	怜	24604	4950
3162	毗	27607	4945
3163	捅	25413	4930
3164	姗	22999	4925
3165	闺	38394	4920
3166	裘	35032	4916
3167	凳	20979	4912
3168	卑	21329	4909
3169	焱	28977	4900
3170	陨	38504	4900
3171	熄	29060	4898
3172	舅	33285	4896
3173	烷	28919	4894
3174	雍	38605	4878
3175	氪	27690	4870
3176	踊	36362	4861
3177	栓	26643	4858
3178	郴	37108	4851
3179	哑	21713	4847
3180	沼	27836	4826
3181	姬	23020	4821
3182	俨	20456	4820
3183	镀	38208	4819
3184	侄	20356	4818
3185	磕	30933	4815
3186	琨	29736	4810
3187	桦	26726	4799
3188	佟	20319	4796
3189	葆	33862	4764
3190	峙	23769	4760
3191	蹴	36468	4759
3192	氰	27696	4758
3193	蛛	34523	4752
3194	煽	29053	4747
3195	倚	20506	4744
3196	歹	27513	4743
3197	绽	32509	4740
3198	璇	29831	4737
3199	杞	26462	4734
3200	罄	32580	4728
3201	胰	33008	4728
3202	鞠	38816	4727
3203	祺	31098	4718
3204	俯	20463	4714
3205	戟	25119	4714
3206	玥	29605	4708
3207	靳	38771	4702
3208	羹	32697	4693
3209	毙	27609	4688
3210	馅	39301	4661
3211	萃	33795	4658
3212	黯	40687	4655
3213	贮	36142	4654
3214	哔	21716	4647
3215	轶	36726	4645
3216	烃	28867	4643
3217	峪	23786	4642
3218	饵	39285	4628
3219	乖	20054	4621
3220	呐	21584	4616
3221	蛟	34527	4615
3222	撇	25735	4610
3223	拌	25292	4609
3224	铮	38126	4605
3225	僻	20731	4590
3226	筝	31581	4590
3227	灼	28796	4582
3228	囚	22234	4562
3229	棠	26848	4555
3230	斋	25995	4551
3231	墩	22697	4544
3232	谤	35876	4533
3233	酪	37226	4477
3234	骥	39589	4468
3235	灏	28751	4467
3236	涩	28073	4463
3237	诽	35837	4437
3238	孰	23408	4432
3239	粽	31933	4420
3240	彝	24413	4416
3241	踵	36405	4415
3242	噩	22121	4401
3243	滔	28372	4395
3244	沱	27825	4389
3245	噬	22124	4382
3246	瓴	29940	4378
3247	隅	38533	4365
3248	痒	30162	4355
3249	伺	20282	4343
3250	俘	20440	4338
3251	岑	23697	4337
3252	檀	27264	4337
3253	芮	33454	4337
3254	镁	38209	4334
3255	戛	25115	4329
3256	嗒	21970	4325
3257	娴	23092	4318
3258	掐	25488	4296
3259	禺	31162	4287
3260	炙	28825	4284
3261	町	30010	4276
3262	榔	27028	4274
3263	刁	20993	4271
3264	鲤	40100	4266
3265	掣	25507	4263
3266	酮	37230	4263
3267	枭	26541	4261
3268	潢	28514	4261
3269	丨	20008	4255
3270	枉	26505	4252
3271	猝	29469	4233
3272	哦	21734	4216
3273	诡	35809	4215
3274	喧	21927	4202
3275	襟	35167	4197
3276	烽	28925	4195
3277	绊	32458	4194
3278	雹	38649	4194
3279	鸥	40485	4192
3280	蚌	34444	4191
3281	乍	20045	4184
3282	憬	25004	4177
3283	劾	21182	4176
3284	柄	26564	4175
3285	罹	32633	4167
3286	嘎	22030	4166
3287	哇	21703	4152
3288	羚	32666	4151
3289	扼	25212	4142
3290	绷	32503	4117
3291	寰	23536	4116
3292	峨	23784	4105
3293	缬	32556	4093
3294	憧	24999	4092
3295	螂	34690	4090
3296	岂	23682	4083
3297	疹	30137	4082
3298	寞	23518	4079
3299	狄	29380	4077
